Sexo,RendaFamiliar,CorRaca,Idade,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"F","0<RFP<=0,5","Branca",21,3,"Evadidos","Noturno",3000,1,"Região Sul"
"F","1<RFP<=1,5","Branca",26,3,"Evadidos","Noturno",3000,1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",22,3,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",28,3,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",20,3,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","RFP>3,5","Branca",32,3,"Evadidos","Noturno",3600,1.16,"Região Sul"
"F","0<RFP<=0,5","Branca",22,3,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Branca",24,3,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Branca",21,3,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",20,3,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Branca",22,2,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",27,2,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",29,2,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","0<RFP<=0,5","Branca",19,2,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","0,5<RFP<=1","Branca",21,2,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",28,3,"Evadidos","Noturno",2400,1.08,"Região Sudeste"
"F","0<RFP<=0,5","Branca",31,2,"Evadidos","Noturno",3000,1,"Região Sudeste"
"F","1<RFP<=1,5","Branca",19,2,"Evadidos","Noturno",3200,1.06,"Região Sul"
"F","1<RFP<=1,5","Branca",25,2,"Evadidos","Noturno",3200,1.06,"Região Sul"
"F","1<RFP<=1,5","Branca",19,3,"Evadidos","Noturno",3200,1.06,"Região Sul"
"F","NA","Branca",31,3,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","0,5<RFP<=1","Branca",29,3,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","1<RFP<=1,5","Branca",40,3,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",24,4,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","1,5<RFP<=2,5","Branca",30,4,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",35,2,"Evadidos","Noturno",3600,1.19,"Região Sudeste"
"M","NA","Branca",37,6,"Evadidos","Noturno",3000,1.21,"Região Nordeste"
"M","0,5<RFP<=1","Branca",33,8,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","RFP>3,5","Branca",25,6,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","NA","Branca",22,7,"Evadidos","Noturno",3600,1.16,"Região Nordeste"
"F","1<RFP<=1,5","Branca",21,6,"Evadidos","Noturno",3200,1.06,"Região Sul"
"M","0<RFP<=0,5","Branca",22,5,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",21,4,"Evadidos","Noturno",3600,1.19,"Região Sudeste"
"M","NA","Branca",36,0,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"F","NA","Branca",19,1,"Evadidos","Noturno",3600,1.16,"Região Centro-Oeste"
"F","RFP>3,5","Branca",24,9,"Evadidos","Noturno",3600,1.19,"Região Sudeste"
"M","NA","Branca",29,10,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"F","1,5<RFP<=2,5","Branca",29,0,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"F","0,5<RFP<=1","Branca",20,3,"Evadidos","Noturno",3000,1,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",21,2,"Evadidos","Noturno",3000,1.1,"Região Sul"
"F","2,5<RFP<=3,5","Branca",19,2,"Evadidos","Noturno",3600,1.16,"Região Centro-Oeste"
"M","0<RFP<=0,5","Branca",20,3,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"F","1,5<RFP<=2,5","Branca",42,1,"Concluintes","Noturno",3000,1,"Região Sul"
"M","0,5<RFP<=1","Branca",26,5,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","RFP>3,5","Branca",44,4,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","1<RFP<=1,5","Branca",33,7,"Concluintes","Noturno",2400,1,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",23,7,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",27,7,"Concluintes","Noturno",3600,1.16,"Região Centro-Oeste"
"F","NA","Branca",22,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",22,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",21,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","RFP>3,5","Branca",37,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Branca",22,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",21,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",27,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",29,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",29,7,"Concluintes","Noturno",3000,1,"Região Sul"
"M","1<RFP<=1,5","Branca",37,7,"Concluintes","Noturno",3000,1,"Região Sul"
"M","0,5<RFP<=1","Branca",24,8,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",37,9,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",26,5,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",26,5,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","2,5<RFP<=3,5","Branca",26,5,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",32,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Branca",22,7,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Branca",22,7,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",27,7,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",22,7,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",21,7,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","RFP>3,5","Branca",24,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",31,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",22,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","RFP>3,5","Branca",23,9,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Branca",29,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",25,9,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","NA","Branca",25,9,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","RFP>3,5","Branca",28,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",25,10,"Concluintes","Noturno",3000,1,"Região Nordeste"
"F","1,5<RFP<=2,5","Branca",26,8,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","RFP>3,5","Branca",27,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",29,10,"Concluintes","Noturno",3000,1,"Região Norte"
"M","0,5<RFP<=1","Branca",24,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0,5<RFP<=1","Branca",20,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0<RFP<=0,5","Branca",20,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","1<RFP<=1,5","Branca",21,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","0,5<RFP<=1","Branca",24,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0<RFP<=0,5","Branca",22,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0<RFP<=0,5","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0<RFP<=0,5","Branca",21,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0<RFP<=0,5","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","1<RFP<=1,5","Branca",21,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0,5<RFP<=1","Branca",29,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0,5<RFP<=1","Branca",21,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0<RFP<=0,5","Branca",24,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","0,5<RFP<=1","Branca",24,8,"Concluintes","Noturno",3000,1,"Região Sul"
"F","1<RFP<=1,5","Branca",27,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","1<RFP<=1,5","Branca",26,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",32,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","0,5<RFP<=1","Branca",31,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","NA","Branca",26,10,"Concluintes","Noturno",2400,1.05,"Região Sul"
"F","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",32,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",26,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"M","RFP>3,5","Branca",29,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",24,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Branca",30,7,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",26,0,"Concluintes","Noturno",3000,1,"Região Nordeste"
"F","2,5<RFP<=3,5","Branca",23,10,"Concluintes","Noturno",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",25,6,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",28,9,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",26,8,"Concluintes","Noturno",2400,1,"Região Centro-Oeste"
"F","RFP>3,5","Branca",24,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",26,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","RFP>3,5","Branca",24,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","RFP>3,5","Branca",22,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",26,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","NA","Branca",28,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","NA","Branca",25,5,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",22,9,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",23,9,"Concluintes","Noturno",2400,1,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",24,9,"Concluintes","Noturno",2400,1,"Região Centro-Oeste"
"F","NA","Branca",24,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"M","2,5<RFP<=3,5","Branca",31,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",29,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",32,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",22,9,"Concluintes","Noturno",3000,1.21,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,9,"Concluintes","Noturno",2400,1.13,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",25,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","RFP>3,5","Branca",26,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","0,5<RFP<=1","Branca",22,9,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","RFP>3,5","Branca",46,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","1,5<RFP<=2,5","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","1<RFP<=1,5","Branca",22,9,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",24,8,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","NA","Branca",40,9,"Concluintes","Noturno",2400,1.05,"Região Sul"
"M","1,5<RFP<=2,5","Branca",25,10,"Concluintes","Noturno",2400,1.13,"Região Centro-Oeste"
"M","0<RFP<=0,5","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Sudeste"
"M","NA","Branca",41,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"F","1,5<RFP<=2,5","Branca",25,9,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",24,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","NA","Branca",27,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"F","1,5<RFP<=2,5","Branca",26,10,"Concluintes","Noturno",3000,1.21,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",28,8,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",27,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"M","2,5<RFP<=3,5","Branca",29,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",31,7,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",24,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",38,10,"Concluintes","Noturno",3600,1.16,"Região Centro-Oeste"
"F","RFP>3,5","Branca",24,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",24,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","RFP>3,5","Branca",24,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",23,10,"Concluintes","Noturno",3000,1.1,"Região Nordeste"
"F","1,5<RFP<=2,5","Branca",24,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",25,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","RFP>3,5","Branca",33,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",26,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",25,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","Branca",29,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",27,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","NA","Branca",41,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",27,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"F","0,5<RFP<=1","Branca",33,8,"Concluintes","Noturno",3000,1,"Região Sul"
"M","NA","Branca",35,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"F","0<RFP<=0,5","Branca",41,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","0,5<RFP<=1","Branca",25,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","RFP>3,5","Branca",26,10,"Concluintes","Noturno",3000,1,"Região Sudeste"
"F","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","RFP>3,5","Branca",30,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","RFP>3,5","Branca",26,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","RFP>3,5","Branca",27,10,"Concluintes","Noturno",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Branca",27,10,"Concluintes","Noturno",3000,1.21,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",24,5,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","NA","Branca",23,10,"Concluintes","Noturno",3200,1.15,"Região Sudeste"
"F","1<RFP<=1,5","Branca",20,7,"Concluintes","Noturno",2400,1,"Região Centro-Oeste"
"F","NA","Branca",24,9,"Concluintes","Noturno",3000,1,"Região Norte"
"M","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",22,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",29,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,9,"Concluintes","Noturno",3000,1,"Região Nordeste"
"M","NA","Branca",44,9,"Concluintes","Noturno",3000,1,"Região Nordeste"
"M","NA","Branca",28,2,"Concluintes","Noturno",3600,1.15,"Região Centro-Oeste"
"M","NA","Branca",31,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"M","NA","Branca",25,10,"Concluintes","Noturno",3600,1.16,"Região Sul"
"F","1,5<RFP<=2,5","Branca",22,0,"Concluintes","Noturno",3000,1,"Região Norte"
"M","RFP>3,5","Branca",25,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",34,10,"Concluintes","Noturno",3000,1,"Região Nordeste"
"F","1,5<RFP<=2,5","Branca",31,8,"Concluintes","Noturno",3000,1,"Região Nordeste"
"F","NA","Branca",50,8,"Concluintes","Noturno",3000,1,"Região Nordeste"
"F","0,5<RFP<=1","Branca",22,8,"Concluintes","Noturno",3000,1,"Região Nordeste"
"M","0,5<RFP<=1","Branca",28,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",27,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",31,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",29,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"F","NA","Branca",26,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"F","1,5<RFP<=2,5","Branca",39,9,"Concluintes","Noturno",2400,1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",27,9,"Concluintes","Noturno",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",23,9,"Concluintes","Noturno",3000,1.21,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",21,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","RFP>3,5","Branca",23,9,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,9,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,0,"Concluintes","Noturno",3000,1,"Região Sudeste"
"M","NA","Branca",29,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","0,5<RFP<=1","Branca",28,10,"Concluintes","Noturno",3000,1,"Região Norte"
"M","NA","Branca",27,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",29,5,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","0<RFP<=0,5","Branca",37,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",29,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","NA","Branca",30,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","NA","Branca",27,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",27,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",31,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","0,5<RFP<=1","Branca",35,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",31,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","0,5<RFP<=1","Branca",23,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",24,10,"Concluintes","Noturno",3600,1.15,"Região Centro-Oeste"
"F","0,5<RFP<=1","Branca",34,10,"Concluintes","Noturno",3600,1.14,"Região Nordeste"
"M","NA","Branca",27,4,"Concluintes","Noturno",3600,1.15,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",22,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"F","NA","Branca",33,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","RFP>3,5","Branca",25,10,"Concluintes","Noturno",3600,1.14,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",36,10,"Concluintes","Noturno",3600,1.19,"Região Sudeste"
"M","RFP>3,5","Branca",23,10,"Concluintes","Noturno",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",21,2,"Evadidos","Noturno",3000,1.21,"Região Centro-Oeste"
"M","NA","Branca",21,0,"Evadidos","Noturno",3600,1.14,"Região Sul"
"M","0,5<RFP<=1","Branca",49,1,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","2,5<RFP<=3,5","Branca",22,1,"Evadidos","Noturno",3000,1.21,"Região Sudeste"
"M","NA","Branca",21,0,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","1<RFP<=1,5","Branca",39,1,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Branca",23,0,"Evadidos","Noturno",3200,1.06,"Região Sudeste"
"M","NA","Branca",19,0,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",18,0,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"F","NA","Branca",57,1,"Evadidos","Noturno",3200,1.06,"Região Sudeste"
"M","NA","Branca",21,0,"Evadidos","Noturno",3200,1.06,"Região Sudeste"
"M","NA","Branca",21,1,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Branca",28,7,"Evadidos","Noturno",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",45,0,"Evadidos","Noturno",3600,1.15,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",42,7,"Evadidos","Noturno",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",24,1,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Branca",19,1,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Branca",28,6,"Evadidos","Noturno",3000,1.21,"Região Sul"
"M","0,5<RFP<=1","Branca",28,6,"Evadidos","Noturno",3000,1.21,"Região Sul"
"M","1<RFP<=1,5","Branca",36,6,"Evadidos","Noturno",3000,1.21,"Região Sul"
"M","1<RFP<=1,5","Branca",18,1,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","NA","Branca",18,1,"Evadidos","Noturno",3600,1.16,"Região Sul"
"F","0,5<RFP<=1","Branca",25,7,"Evadidos","Noturno",3000,1,"Região Sul"
"M","1<RFP<=1,5","Branca",18,0,"Evadidos","Noturno",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",25,0,"Evadidos","Noturno",3600,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",19,1,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"F","1<RFP<=1,5","Branca",24,0,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"F","1,5<RFP<=2,5","Branca",19,0,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",19,0,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",18,0,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","NA","Branca",21,1,"Evadidos","Noturno",3000,1.21,"Região Sudeste"
"F","1<RFP<=1,5","Branca",19,1,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","0<RFP<=0,5","Branca",21,1,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"F","0,5<RFP<=1","Branca",24,6,"Evadidos","Noturno",3200,1.06,"Região Sul"
"M","NA","Branca",20,1,"Evadidos","Noturno",3000,1,"Região Sudeste"
"F","NA","Branca",28,1,"Evadidos","Noturno",2400,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",57,1,"Evadidos","Noturno",2400,1,"Região Sudeste"
"F","0,5<RFP<=1","Branca",21,1,"Evadidos","Noturno",3200,1.06,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",47,10,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","NA","Branca",34,0,"Evadidos","Noturno",3600,1.16,"Região Sul"
"M","NA","Branca",43,4,"Evadidos","Noturno",3000,1.21,"Região Centro-Oeste"
"F","2,5<RFP<=3,5","Branca",27,4,"Evadidos","Noturno",3600,1.16,"Região Sudeste"
"M","NA","Branca",30,0,"Evadidos","Noturno",3200,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Branca",24,5,"Evadidos","Noturno",3600,1.14,"Região Sudeste"
"M","0,5<RFP<=1","Branca",20,4,"Evadidos","Noturno",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",23,5,"Evadidos","Noturno",3600,1.19,"Região Sul"
"M","RFP>3,5","Branca",39,5,"Evadidos","Noturno",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","Branca",26,6,"Evadidos","Noturno",2400,1.13,"Região Centro-Oeste"
"M","RFP>3,5","Branca",22,5,"Evadidos","Noturno",3600,1.16,"Região Sul"
"F","NA","Branca",22,5,"Evadidos","Noturno",3600,1.14,"Região Sul"
"F","NA","Branca",29,6,"Evadidos","Noturno",3600,1.14,"Região Sul"
"M","1,5<RFP<=2,5","Branca",28,0,"Evadidos","Noturno",3600,1.19,"Região Sul"
"F","NA","Branca",46,9,"Evadidos","Noturno",3000,1,"Região Sudeste"
