CategoriadeSituacao,Sexo,RendaFamiliar,CorRaca,FaixaEtaria,Turno,CargaHorariaMinimaRegulamentada,InscritoVagas,FatordeEsforcodeCurso,Regiao
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3000,2.55,1,"Regiao Nordeste"
"Concluintes","F","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3000,111.875,1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,34.925,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,27.05,1.14,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","30 a 34 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,4,1.16,"Regiao Nordeste"
"Concluintes","F","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3000,111.875,1,"Regiao Nordeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3600,9.2,1.1,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,16.025,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","45 a 49 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","35 a 39 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","F","0<RFP<=0.5","Parda","25 a 29 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","30 a 34 anos","Integral",3000,40.35,1,"Regiao Nordeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,0,1.14,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,11.35,1.1,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,4.625,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3600,0,1.1,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","40 a 44 anos","Integral",3600,0,1.14,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3600,0,1.14,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,4.625,1.15,"Regiao Sudeste"
"Concluintes","F","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,4.175,1.1,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,4.175,1.1,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,14,1.19,"Regiao Sul"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,3.65,1.06,"Regiao Sudeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3600,3.65,1.06,"Regiao Sudeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3600,3.65,1.06,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,38.725,1.16,"Regiao Nordeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,38.725,1.16,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","40 a 44 anos","Integral",4000,31.575,1.21,"Regiao Nordeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,14.575,1.15,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Sudeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3000,0,1.21,"Regiao Nordeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",4000,33.2,1.21,"Regiao Nordeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,21.05,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,80.825,1.14,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,80.825,1.14,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,21.05,1.14,"Regiao Sudeste"
"Concluintes","F","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3600,18.25,1.15,"Regiao Sudeste"
"Concluintes","F","0<RFP<=0.5","Parda","30 a 34 anos","Integral",3000,99.325,1,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3000,99.325,1,"Regiao Nordeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,25.3,1.16,"Regiao Nordeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","25 a 29 anos","Integral",3600,54.6,1.16,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3000,99.325,1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3000,2.55,1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,16.75,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,16.025,1.15,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,16.025,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,16.025,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,6.7,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,44.725,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,63.7,1.14,"Regiao Nordeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,13.225,1.16,"Regiao Nordeste"
"Concluintes","F","2.5<RFP<=3.5","Parda","25 a 29 anos","Integral",3600,17.775,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,17.775,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,38.675,1.15,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Integral",3600,65.4,1.16,"Regiao Sudeste"
"Concluintes","M","0<RFP<=0.5","Parda","25 a 29 anos","Integral",3600,46.4,1.16,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,6.25,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,18.675,1.15,"Regiao Sudeste"
"Concluintes","F","2.5<RFP<=3.5","Parda","25 a 29 anos","Integral",3600,3.65,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,20.05,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3000,30.975,1,"Regiao Nordeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,80.825,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Parda","45 a 49 anos","Integral",3600,21.05,1.14,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,80.825,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,21.05,1.14,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,80.825,1.14,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,9.2,1.1,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Integral",3600,9.2,1.1,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,9.2,1.1,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,16.025,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,43.225,1.14,"Regiao Sul"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Integral",3600,54.425,1.14,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,27.05,1.14,"Regiao Nordeste"
"Concluintes","F","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,16.025,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,20.05,1.16,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,20.05,1.16,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","35 a 39 anos","Integral",3000,37.575,1,"Regiao Nordeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,63.7,1.14,"Regiao Nordeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3000,54,1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,16.75,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,20.05,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,16.375,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,16.375,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,42.025,1.16,"Regiao Nordeste"
"Concluintes","M","NA","Parda","35 a 39 anos","Integral",3000,2.55,1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,18.25,1.15,"Regiao Sudeste"
"Concluintes","M","0<RFP<=0.5","Parda","30 a 34 anos","Integral",3600,8,1.16,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,16.375,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3000,111.875,1,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,17.2,1.16,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Parda","20 a 24 anos","Integral",3600,8.7,1.14,"Regiao Norte"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",2400,8.925,1.13,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","35 a 39 anos","Integral",3600,4.8,1.16,"Regiao Sul"
"Evadidos","F","RFP>3.5","Parda","25 a 29 anos","Integral",3600,36.375,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3600,3,1.16,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,3,1.16,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,3,1.16,"Regiao Centro-Oeste"
"Evadidos","M","RFP>3.5","Parda","15 a 19 anos","Integral",3600,3.75,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,7.975,1.19,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","15 a 19 anos","Integral",3600,7.975,1.19,"Regiao Sudeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Integral",2400,9,1.13,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,18.6,1.14,"Regiao Sul"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,18.6,1.14,"Regiao Sul"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,12.6,1.16,"Regiao Sul"
"Evadidos","F","0<RFP<=0.5","Parda","15 a 19 anos","Integral",3600,2.125,1.16,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,10.25,1.14,"Regiao Norte"
"Evadidos","M","2.5<RFP<=3.5","Parda","15 a 19 anos","Integral",3600,3.75,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,2.75,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,11.675,1.1,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,5.275,1.19,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,11.25,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3200,4.7,1.06,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3200,4.7,1.06,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Parda","15 a 19 anos","Integral",2400,2.325,1.2,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Integral",3600,11.55,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,11.55,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,7.05,1.15,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,15.425,1.16,"Regiao Nordeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3000,14.4,1.1,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3000,14.4,1.1,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","15 a 19 anos","Integral",3600,4.475,1.16,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,4.475,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3000,118.55,1.1,"Regiao Centro-Oeste"
"Evadidos","F","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,8.125,1.15,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,0.925,1.15,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","35 a 39 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3600,3.15,1.15,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,3.5,1.16,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,3.5,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,3.5,1.16,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,4.675,1.16,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Parda","20 a 24 anos","Integral",2400,6.125,1.15,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","30 a 34 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,14.075,1.06,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Parda","40 a 44 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","F","RFP>3.5","Parda","15 a 19 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3600,15.025,1.16,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","15 a 19 anos","Integral",2400,8.325,1.13,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Parda","15 a 19 anos","Integral",2400,8.325,1.13,"Regiao Sudeste"
"Evadidos","F","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",2400,8.325,1.13,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,3.25,1.06,"Regiao Sudeste"
"Evadidos","M","NA","Parda","30 a 34 anos","Integral",3600,1,1.16,"Regiao Sul"
"Evadidos","M","0<RFP<=0.5","Parda","15 a 19 anos","Integral",3600,5.425,1.16,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3000,7.525,1,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","25 a 29 anos","Integral",3000,7.525,1,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3000,5.3,1.1,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Parda","15 a 19 anos","Integral",3600,0.975,1.15,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3000,43.45,1.1,"Regiao Centro-Oeste"
"Evadidos","M","RFP>3.5","Parda","35 a 39 anos","Integral",3000,43.45,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Integral",3600,0.75,1.19,"Regiao Nordeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Integral",3600,5.725,1.16,"Regiao Sudeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Integral",3600,5.725,1.16,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,6.95,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,2.75,1.16,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,1.25,1.19,"Regiao Centro-Oeste"
"Evadidos","M","RFP>3.5","Parda","15 a 19 anos","Integral",3600,1.25,1.19,"Regiao Centro-Oeste"
"Evadidos","F","1.5<RFP<=2.5","Parda","30 a 34 anos","Integral",3600,4.4,1.16,"Regiao Sudeste"
"Evadidos","F","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3200,5.825,1.06,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3200,5.825,1.06,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3600,17.05,1.15,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3600,1.025,1.16,"Regiao Nordeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Integral",3200,1.25,1.06,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3200,1.25,1.06,"Regiao Centro-Oeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Integral",3200,1.25,1.06,"Regiao Centro-Oeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Integral",3200,1.25,1.06,"Regiao Centro-Oeste"
"Evadidos","F","NA","Parda","25 a 29 anos","Integral",3200,1.25,1.06,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,23.275,1.16,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3000,45.4,1.21,"Regiao Nordeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Integral",3600,23.275,1.16,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,24.375,1.16,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,5.375,1.16,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,5.375,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Integral",2400,9,1.13,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",2400,9,1.13,"Regiao Sudeste"
"Evadidos","M","NA","Parda","30 a 34 anos","Integral",2400,9,1.13,"Regiao Sudeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Integral",2400,9,1.13,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,6.05,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","35 a 39 anos","Integral",3600,5.275,1.06,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,20.225,1.16,"Regiao Sul"
"Evadidos","M","NA","Parda","25 a 29 anos","Integral",3600,20.225,1.16,"Regiao Sul"
"Evadidos","M","RFP>3.5","Parda","15 a 19 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","M","0.5<RFP<=1","Parda","15 a 19 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","F","0<RFP<=0.5","Parda","15 a 19 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","F","1.5<RFP<=2.5","Parda","15 a 19 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","M","1.5<RFP<=2.5","Parda","35 a 39 anos","Integral",3600,4.8,1.16,"Regiao Sul"
"Evadidos","M","NA","Parda","35 a 39 anos","Integral",3600,5.275,1.06,"Regiao Sudeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Integral",3600,8.8,1.19,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,6.4,1.16,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,20.375,1.15,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,8.3,1.16,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,27.275,1.19,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,5.05,1.19,"Regiao Sudeste"
"Evadidos","M","NA","Parda","35 a 39 anos","Integral",3600,39.15,1.14,"Regiao Nordeste"
"Evadidos","M","NA","Parda","35 a 39 anos","Integral",3200,4.7,1.06,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","15 a 19 anos","Integral",2400,6.8,1.13,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,23.325,1.06,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Integral",3000,19.075,1.21,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Integral",3000,19.075,1.21,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,44.025,1.16,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,5,1.15,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,5,1.15,"Regiao Sul"
"Evadidos","M","0<RFP<=0.5","Parda","15 a 19 anos","Integral",3600,9.425,1.14,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",3600,3.25,1.16,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","30 a 34 anos","Integral",3600,21.675,1.16,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Parda","15 a 19 anos","Integral",3600,21.675,1.16,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Integral",3600,21.675,1.16,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Parda","45 a 49 anos","Integral",3000,113.275,1.21,"Regiao Sudeste"
"Evadidos","M","NA","Parda","30 a 34 anos","Integral",3600,9.65,1.16,"Regiao Sudeste"
"Evadidos","F","NA","Parda","25 a 29 anos","Integral",3600,28.8,1.15,"Regiao Sul"
"Evadidos","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,24.175,1.15,"Regiao Sul"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,24.375,1.16,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,11.7,1.16,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Integral",3600,3.75,1.15,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,7.675,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",2400,0.625,1.1,"Regiao Sudeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Integral",3600,0.975,1.15,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,17.05,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Integral",3600,20.425,1.15,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","30 a 34 anos","Integral",3600,7.025,1.19,"Regiao Sul"
"Evadidos","M","NA","Parda","25 a 29 anos","Integral",3600,7.5,1.16,"Regiao Sudeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Integral",3600,7.5,1.16,"Regiao Sudeste"
