CategoriadeSituacao,Sexo,RendaFamiliar,CorRaca,FaixaEtaria,Turno,CargaHorariaMinimaRegulamentada,InscritoVagas,FatordeEsforcodeCurso,Regiao
"Concluintes","F","RFP>3.5","Branca","30 a 34 anos","Noturno",2400,70.925,1.08,"Regiao Sudeste"
"Concluintes","M","NA","Branca","20 a 24 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","F","2.5<RFP<=3.5","Branca","20 a 24 anos","Noturno",3000,1.825,1.21,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,1.825,1.21,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","25 a 29 anos","Noturno",3600,12.725,1.16,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3000,8.875,1,"Regiao Sudeste"
"Concluintes","M","NA","Branca","30 a 34 anos","Noturno",3000,81.3,1,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,81.3,1,"Regiao Nordeste"
"Concluintes","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3000,31.45,1,"Regiao Sul"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3200,0,1.15,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3200,0,1.15,"Regiao Sudeste"
"Concluintes","F","2.5<RFP<=3.5","Branca","30 a 34 anos","Noturno",3600,36.625,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Branca","35 a 39 anos","Noturno",3600,11.5,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3600,64.65,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,64.65,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","35 a 39 anos","Noturno",3600,64.65,1.16,"Regiao Sul"
"Concluintes","M","2.5<RFP<=3.5","Branca","30 a 34 anos","Noturno",2400,0,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",2400,0,1.15,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","F","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3600,14.4,1.16,"Regiao Sul"
"Concluintes","M","1.5<RFP<=2.5","Branca","35 a 39 anos","Noturno",3600,14.4,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,14.4,1.16,"Regiao Sul"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3600,9.925,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,9.925,1.14,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,64.65,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","25 a 29 anos","Noturno",2400,13.35,1.08,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,9.925,1.14,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,48.35,1,"Regiao Sudeste"
"Concluintes","F","NA","Branca","30 a 34 anos","Noturno",3000,48.35,1,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,70.3,1,"Regiao Nordeste"
"Concluintes","M","NA","Branca","30 a 34 anos","Noturno",3000,70.3,1,"Regiao Nordeste"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3000,33.575,1.1,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3000,1.825,1.21,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,1.825,1.21,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,1.825,1.21,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3000,5.5,1,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","35 a 39 anos","Noturno",3000,5.5,1,"Regiao Sudeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,17.25,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0<RFP<=0.5","Branca","20 a 24 anos","Noturno",3000,15.475,1,"Regiao Sul"
"Concluintes","M","1.5<RFP<=2.5","Branca","50 a 54 anos","Noturno",3000,15.475,1,"Regiao Sul"
"Concluintes","F","0.5<RFP<=1","Branca","35 a 39 anos","Noturno",3000,15.475,1,"Regiao Sul"
"Concluintes","M","2.5<RFP<=3.5","Branca","30 a 34 anos","Noturno",3600,163.6,1.14,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",3600,9.125,1.14,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",3600,9.125,1.14,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3600,9.125,1.14,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,9.9,1.21,"Regiao Sul"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3000,18.25,1.21,"Regiao Sudeste"
"Concluintes","M","2.5<RFP<=3.5","Branca","30 a 34 anos","Noturno",2400,52.375,1.08,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","M","NA","Branca","40 a 44 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","M","NA","Branca","30 a 34 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","F","RFP>3.5","Branca","25 a 29 anos","Noturno",3600,11.35,1.16,"Regiao Sudeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3600,13.55,1.16,"Regiao Sul"
"Concluintes","F","NA","Branca","30 a 34 anos","Noturno",3600,13.55,1.16,"Regiao Sul"
"Concluintes","M","0.5<RFP<=1","Branca","30 a 34 anos","Noturno",3000,19.275,1.21,"Regiao Sudeste"
"Concluintes","F","0<RFP<=0.5","Branca","35 a 39 anos","Noturno",3000,17.275,1,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3000,17.275,1,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,17.275,1,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","30 a 34 anos","Noturno",3000,12.625,1.21,"Regiao Sudeste"
"Concluintes","M","2.5<RFP<=3.5","Branca","30 a 34 anos","Noturno",3600,22.05,1.16,"Regiao Sul"
"Concluintes","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",3000,25.025,1,"Regiao Sul"
"Concluintes","F","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3000,25.025,1,"Regiao Sul"
"Concluintes","M","2.5<RFP<=3.5","Branca","25 a 29 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3200,28.05,1.15,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3200,28.05,1.15,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3000,33.575,1.1,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3000,33.575,1.1,"Regiao Sudeste"
"Concluintes","F","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",2400,3.1,1.15,"Regiao Centro-Oeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3000,70.325,1,"Regiao Nordeste"
"Concluintes","M","NA","Branca","20 a 24 anos","Noturno",3600,1.2,1.16,"Regiao Nordeste"
"Concluintes","F","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3000,9.05,1,"Regiao Sudeste"
"Concluintes","F","1.5<RFP<=2.5","Branca","35 a 39 anos","Noturno",3600,14.775,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Branca","45 a 49 anos","Noturno",3600,1.2,1.16,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Branca","20 a 24 anos","Noturno",3000,18.25,1.21,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,119.65,1.14,"Regiao Sudeste"
"Concluintes","M","0<RFP<=0.5","Branca","20 a 24 anos","Noturno",3600,119.65,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3600,119.65,1.14,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,119.65,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",2400,70.925,1.08,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,41.4,1.14,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","30 a 34 anos","Noturno",3600,41.4,1.14,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,12.65,1.21,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Branca","30 a 34 anos","Noturno",3600,64.65,1.16,"Regiao Sul"
"Concluintes","M","1<RFP<=1.5","Branca","30 a 34 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,9.925,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3000,48.35,1,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3000,35.85,1.21,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","45 a 49 anos","Noturno",3600,0,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",2400,0.6,1,"Regiao Centro-Oeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3000,60.125,1,"Regiao Nordeste"
"Concluintes","M","2.5<RFP<=3.5","Branca","20 a 24 anos","Noturno",3600,163.6,1.14,"Regiao Sudeste"
"Concluintes","M","2.5<RFP<=3.5","Branca","30 a 34 anos","Noturno",3600,53.7,1.16,"Regiao Sul"
"Concluintes","F","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3600,53.5,1.14,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",3600,53.5,1.14,"Regiao Centro-Oeste"
"Concluintes","M","2.5<RFP<=3.5","Branca","20 a 24 anos","Noturno",3600,11.7,1.14,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3600,11.7,1.14,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Branca","25 a 29 anos","Noturno",3600,55.7,1.16,"Regiao Sul"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3600,55.7,1.16,"Regiao Sul"
"Concluintes","M","1.5<RFP<=2.5","Branca","35 a 39 anos","Noturno",3600,55.7,1.16,"Regiao Sul"
"Concluintes","F","1.5<RFP<=2.5","Branca","35 a 39 anos","Noturno",3600,55.7,1.16,"Regiao Sul"
"Concluintes","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3600,194.225,1.19,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3600,194.225,1.19,"Regiao Sudeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3600,99.8,1.14,"Regiao Sudeste"
"Concluintes","F","2.5<RFP<=3.5","Branca","25 a 29 anos","Noturno",3600,99.8,1.14,"Regiao Sudeste"
"Concluintes","F","2.5<RFP<=3.5","Branca","25 a 29 anos","Noturno",3000,19.275,1.21,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,19.275,1.21,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,0,1.15,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Branca","35 a 39 anos","Noturno",3600,0,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,0,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Branca","40 a 44 anos","Noturno",2400,105.675,1.08,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","40 a 44 anos","Noturno",2400,105.675,1.08,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","25 a 29 anos","Noturno",3600,202.25,1.14,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,202.25,1.14,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,53.7,1.16,"Regiao Sul"
"Concluintes","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",3600,53.7,1.16,"Regiao Sul"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,101.925,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,133.575,1.14,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","25 a 29 anos","Noturno",3000,9.85,1.1,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Branca","40 a 44 anos","Noturno",3600,11.5,1.15,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3600,11.5,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,0.5,1.16,"Regiao Nordeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3600,1.025,1.16,"Regiao Nordeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3600,1.025,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3600,53.7,1.16,"Regiao Sul"
"Concluintes","M","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,20.4,1.14,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3000,19.275,1.21,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,0.5,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Branca","30 a 34 anos","Noturno",3600,194.225,1.19,"Regiao Sudeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3000,54.55,1,"Regiao Nordeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3000,3.75,1.21,"Regiao Nordeste"
"Concluintes","M","2.5<RFP<=3.5","Branca","20 a 24 anos","Noturno",3600,41.4,1.14,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3000,12.65,1.21,"Regiao Sudeste"
"Concluintes","M","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3000,12.65,1.21,"Regiao Sudeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,1.025,1.16,"Regiao Nordeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,202.25,1.14,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3200,22.625,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Branca","40 a 44 anos","Noturno",3600,0.5,1.16,"Regiao Nordeste"
"Concluintes","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","F","0<RFP<=0.5","Branca","35 a 39 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3000,0,1.21,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","25 a 29 anos","Noturno",2400,61.625,1.08,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Concluintes","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3600,59.275,1.19,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",3200,20.425,1.15,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Branca","30 a 34 anos","Noturno",3200,20.425,1.15,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",2400,1.475,1.15,"Regiao Centro-Oeste"
"Concluintes","F","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",2400,1.475,1.15,"Regiao Centro-Oeste"
"Concluintes","F","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",2400,1.475,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3000,33.675,1.21,"Regiao Nordeste"
"Concluintes","M","NA","Branca","20 a 24 anos","Noturno",3000,47.85,1.21,"Regiao Nordeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3000,47.85,1.21,"Regiao Nordeste"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3000,6.15,1.1,"Regiao Centro-Oeste"
"Concluintes","F","NA","Branca","25 a 29 anos","Noturno",3600,0,1.16,"Regiao Nordeste"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","M","NA","Branca","25 a 29 anos","Noturno",3600,12.95,1.16,"Regiao Sul"
"Concluintes","F","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",2400,3.1,1.15,"Regiao Centro-Oeste"
"Concluintes","F","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",2400,3.1,1.15,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Branca","40 a 44 anos","Noturno",3000,8.875,1,"Regiao Sudeste"
"Concluintes","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3000,8.875,1,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",2400,9.15,1.15,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",2400,9.15,1.15,"Regiao Sudeste"
"Concluintes","F","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,18.25,1.21,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3000,0,1.1,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",2400,9.15,1.15,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Branca","25 a 29 anos","Noturno",2400,8.75,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Branca","20 a 24 anos","Noturno",3000,33.675,1.21,"Regiao Nordeste"
"Concluintes","F","NA","Branca","20 a 24 anos","Noturno",3000,33.675,1.21,"Regiao Nordeste"
"Concluintes","M","NA","Branca","20 a 24 anos","Noturno",3000,50.4,1.21,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3600,26.3,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,23.675,1.21,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Branca","25 a 29 anos","Noturno",3600,71.325,1.16,"Regiao Sul"
"Evadidos","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,157.775,1.19,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Branca","30 a 34 anos","Noturno",3600,93.15,1.19,"Regiao Sudeste"
"Evadidos","F","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,11.55,1.14,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Branca","20 a 24 anos","Noturno",3600,5.925,1.16,"Regiao Sudeste"
"Evadidos","F","2.5<RFP<=3.5","Branca","20 a 24 anos","Noturno",3000,15.775,1,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,60.5,1.16,"Regiao Sul"
"Evadidos","M","1.5<RFP<=2.5","Branca","25 a 29 anos","Noturno",3600,15.625,1.14,"Regiao Sudeste"
"Evadidos","F","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,54.875,1.16,"Regiao Sul"
"Evadidos","M","RFP>3.5","Branca","25 a 29 anos","Noturno",3600,43.375,1.16,"Regiao Sul"
"Evadidos","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,28.075,1,"Regiao Sudeste"
"Evadidos","F","NA","Branca","20 a 24 anos","Noturno",3000,28.075,1,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Branca","30 a 34 anos","Noturno",3000,28.075,1,"Regiao Sudeste"
"Evadidos","F","1.5<RFP<=2.5","Branca","35 a 39 anos","Noturno",3600,86.475,1.19,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,1.65,1,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,2.475,1,"Regiao Sudeste"
"Evadidos","M","NA","Branca","25 a 29 anos","Noturno",3600,1,1.16,"Regiao Nordeste"
"Evadidos","F","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3600,4.65,1.14,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Branca","20 a 24 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","F","RFP>3.5","Branca","20 a 24 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Branca","20 a 24 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Branca","30 a 34 anos","Noturno",3600,9.775,1.19,"Regiao Sul"
"Evadidos","M","RFP>3.5","Branca","20 a 24 anos","Noturno",3600,73.825,1.19,"Regiao Sudeste"
"Evadidos","F","NA","Branca","20 a 24 anos","Noturno",3600,1.1,1.16,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3000,19.5,1,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Branca","30 a 34 anos","Noturno",3000,11.9,1.1,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","35 a 39 anos","Noturno",2400,10.925,1.08,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","30 a 34 anos","Noturno",3600,26.3,1.16,"Regiao Sul"
"Evadidos","M","NA","Branca","20 a 24 anos","Noturno",3600,26.3,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3600,13.6,1.16,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3600,7.1,1.16,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","35 a 39 anos","Noturno",3000,9.05,1.21,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Branca","20 a 24 anos","Noturno",3000,25.3,1,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",2400,4.45,1.08,"Regiao Sudeste"
"Evadidos","F","NA","Branca","20 a 24 anos","Noturno",3000,1.025,1,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3600,4.85,1.14,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3600,4.85,1.14,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Branca","35 a 39 anos","Noturno",3000,10.575,1.21,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",2400,32.775,1.08,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Branca","40 a 44 anos","Noturno",3600,16.75,1,"Regiao Sudeste"
"Evadidos","F","1.5<RFP<=2.5","Branca","15 a 19 anos","Noturno",3600,16.75,1,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3600,16.75,1,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Branca","25 a 29 anos","Noturno",3600,64.65,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Branca","25 a 29 anos","Noturno",3600,13.525,1.14,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Branca","40 a 44 anos","Noturno",3600,13.525,1.14,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Branca","25 a 29 anos","Noturno",3600,86.475,1.19,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Branca","15 a 19 anos","Noturno",3600,48.1,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Branca","30 a 34 anos","Noturno",3600,7.1,1.16,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Branca","35 a 39 anos","Noturno",3600,14.4,1.16,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3600,24.9,1.14,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Branca","20 a 24 anos","Noturno",3600,1,1.16,"Regiao Nordeste"
"Evadidos","F","NA","Branca","20 a 24 anos","Noturno",2400,0.775,1,"Regiao Centro-Oeste"
"Evadidos","F","NA","Branca","25 a 29 anos","Noturno",3600,163.6,1.14,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Branca","20 a 24 anos","Noturno",3600,10.5,1.16,"Regiao Sudeste"
