Sexo,RendaFamiliar,CorRaca,FaixaEtaria,Semestres,Turno,CargaHorariaMinimaRegulamentada,TipodeCurso,FatordeEsforcodeCurso,CategoriadeSituacao
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","25 a 29 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.2,"Evadidos"
"F","1<RFP<=1,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","RFP>3,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",1,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",0,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",0,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","1<RFP<=1,5","Branca","25 a 29 anos",8,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"F","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"F","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",2,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",4,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.1,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","1<RFP<=1,5","Branca","20 a 24 anos",5,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","0,5<RFP<=1","Branca","25 a 29 anos",4,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","25 a 29 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",3,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"F","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","0<RFP<=0,5","Branca","25 a 29 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","0,5<RFP<=1","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1<RFP<=1,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","RFP>3,5","Branca","30 a 34 anos",4,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","RFP>3,5","Branca","20 a 24 anos",4,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"F","0,5<RFP<=1","Branca","25 a 29 anos",1,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.1,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","2,5<RFP<=3,5","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","RFP>3,5","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1,5<RFP<=2,5","Branca","25 a 29 anos",5,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"M","0,5<RFP<=1","Branca","35 a 39 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"F","0<RFP<=0,5","Branca","50 a 54 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",10,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"M","0,5<RFP<=1","Branca","25 a 29 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"F","1,5<RFP<=2,5","Branca","30 a 34 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0,5<RFP<=1","Branca","45 a 49 anos",3,"Integral",3000,"Bacharelado",1,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","RFP>3,5","Branca","20 a 24 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"F","0,5<RFP<=1","Branca","20 a 24 anos",2,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","25 a 29 anos",2,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",2,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1,5<RFP<=2,5","Branca","20 a 24 anos",2,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","0<RFP<=0,5","Branca","35 a 39 anos",10,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"F","1<RFP<=1,5","Branca","25 a 29 anos",10,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","2,5<RFP<=3,5","Branca","25 a 29 anos",2,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","0,5<RFP<=1","Branca","40 a 44 anos",2,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",2,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","RFP>3,5","Branca","20 a 24 anos",2,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1,5<RFP<=2,5","Branca","30 a 34 anos",7,"Integral",3000,"Bacharelado",1,"Evadidos"
"F","0,5<RFP<=1","Branca","35 a 39 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",9,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"F","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",4,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",8,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","25 a 29 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1<RFP<=1,5","Branca","25 a 29 anos",0,"Integral",3000,"Bacharelado",1,"Evadidos"
"F","0,5<RFP<=1","Branca","20 a 24 anos",0,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","0<RFP<=0,5","Branca","20 a 24 anos",1,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","1,5<RFP<=2,5","Branca","35 a 39 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","0,5<RFP<=1","Branca","25 a 29 anos",0,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","25 a 29 anos",0,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","0,5<RFP<=1","Branca","25 a 29 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"F","1<RFP<=1,5","Branca","20 a 24 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","0<RFP<=0,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","25 a 29 anos",0,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",2,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","2,5<RFP<=3,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.2,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.2,"Evadidos"
"F","0,5<RFP<=1","Branca","25 a 29 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"F","RFP>3,5","Branca","35 a 39 anos",2,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0,5<RFP<=1","Branca","30 a 34 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","20 a 24 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","2,5<RFP<=3,5","Branca","20 a 24 anos",0,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","1,5<RFP<=2,5","Branca","15 a 19 anos",0,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"F","0<RFP<=0,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",0,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","0<RFP<=0,5","Branca","25 a 29 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","2,5<RFP<=3,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","0,5<RFP<=1","Branca","35 a 39 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",2,"Integral",3600,"Bacharelado",1.2,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.1,"Evadidos"
"F","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.1,"Evadidos"
"F","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","2,5<RFP<=3,5","Branca","30 a 34 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","2,5<RFP<=3,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","2,5<RFP<=3,5","Branca","20 a 24 anos",0,"Integral",4000,"Bacharelado",1.21,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",2,"Integral",3200,"Bacharelado",1.06,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",2400,"Bacharelado",1.15,"Evadidos"
"F","1<RFP<=1,5","Branca","20 a 24 anos",1,"Integral",2400,"Bacharelado",1.15,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1<RFP<=1,5","Branca","35 a 39 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"F","RFP>3,5","Branca","20 a 24 anos",2,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",0,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","2,5<RFP<=3,5","Branca","25 a 29 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","RFP>3,5","Branca","25 a 29 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","1<RFP<=1,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","0<RFP<=0,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","1<RFP<=1,5","Branca","35 a 39 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","0<RFP<=0,5","Branca","15 a 19 anos",1,"Integral",3000,"Bacharelado",1.21,"Evadidos"
"F","1<RFP<=1,5","Branca","30 a 34 anos",10,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",1,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"F","1<RFP<=1,5","Branca","20 a 24 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.19,"Evadidos"
"M","1<RFP<=1,5","Branca","25 a 29 anos",2,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3000,"Bacharelado",1.1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0,5<RFP<=1","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","RFP>3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1<RFP<=1,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","0,5<RFP<=1","Branca","20 a 24 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.06,"Evadidos"
"F","0<RFP<=0,5","Branca","20 a 24 anos",0,"Integral",2400,"Bacharelado",1.13,"Evadidos"
"M","1<RFP<=1,5","Branca","45 a 49 anos",3,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","30 a 34 anos",3,"Integral",3000,"Bacharelado",1,"Evadidos"
"M","1,5<RFP<=2,5","Branca","20 a 24 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","1<RFP<=1,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"M","1,5<RFP<=2,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.15,"Evadidos"
"F","2,5<RFP<=3,5","Branca","20 a 24 anos",2,"Integral",3600,"Bacharelado",1.1,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.14,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","2,5<RFP<=3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","0<RFP<=0,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"F","1,5<RFP<=2,5","Branca","15 a 19 anos",1,"Integral",3600,"Bacharelado",1.16,"Evadidos"
"M","RFP>3,5","Branca","15 a 19 anos",0,"Integral",3600,"Bacharelado",1.16,"Evadidos"
